experience_years,age,education_level,working_hours,performance_score,projects_completed,salary
15,45,1,42,8,5,93893
24,24,3,43,2,3,112169
11,33,2,40,1,15,85137
6,23,2,52,10,2,95339
6,36,1,44,10,7,81814
16,46,2,49,1,15,97276
12,39,3,47,1,1,72589
10,35,3,45,9,12,119678
5,52,4,36,4,18,98655
22,41,2,42,9,15,136736
13,21,2,52,7,18,116318
5,26,4,37,7,7,88267
5,47,1,37,2,1,53803
1,43,4,41,2,0,49471
21,51,2,52,5,16,124108
19,32,1,43,10,17,126747
24,41,3,52,1,6,121108
14,22,3,35,7,8,117420
16,25,4,38,7,2,123071
7,29,3,38,8,10,106468
4,40,2,51,7,15,86156
16,38,4,36,8,8,117912
19,42,2,49,3,11,112558
0,28,2,47,3,13,56195
21,54,1,43,8,3,115417
17,29,1,41,9,3,117674
14,27,1,46,10,10,119726
4,50,3,46,4,1,68054
6,38,1,48,8,17,95870
17,47,2,49,1,2,83341
5,36,4,35,2,1,70536
21,41,4,43,10,0,129844
20,25,2,50,10,4,125349
4,49,3,43,10,6,88083
18,42,4,50,9,19,144932
9,34,2,36,2,3,81635
14,39,2,44,2,2,80459
9,44,2,52,8,5,91699
15,26,4,47,5,11,118717
11,23,4,36,5,15,108580
17,54,1,47,6,7,94935
22,22,1,37,8,10,131052
0,35,2,49,8,12,85933
15,35,2,37,9,13,124783
21,52,2,44,10,17,140139
5,41,2,40,3,7,68531
2,37,4,48,9,0,72785
1,54,1,43,3,3,54423
1,52,3,52,1,16,78686
12,43,2,42,5,19,110295
8,53,1,40,7,5,78617
15,45,2,49,3,4,82658
4,41,4,48,9,13,102916
22,54,3,49,1,18,123965
20,39,1,54,6,13,119411
6,47,1,40,6,1,59412
12,29,3,46,8,8,106342
19,25,4,44,3,6,111920
23,25,3,53,5,17,130844
12,45,1,42,10,19,115480
6,46,3,39,5,10,83216
9,39,4,44,8,7,113537
14,50,4,45,7,9,110539
20,36,2,54,3,17,123730
5,27,3,48,7,16,97141
4,38,3,48,10,16,104015
22,41,1,36,8,0,119421
1,51,4,51,5,3,75181
20,21,3,49,5,10,119877
14,23,1,37,1,8,91687
15,51,2,37,8,8,109023
18,45,3,37,6,2,100484
8,28,3,37,6,5,83866
21,21,1,52,5,5,112054
18,27,1,40,5,9,108492
6,27,4,48,3,9,77914
3,28,4,37,3,16,79372
2,39,4,35,2,14,73724
23,37,3,44,9,3,124473
19,31,1,47,8,9,116955
10,31,4,43,3,7,87411
0,22,3,36,5,0,55952
5,24,4,44,10,16,114008
10,48,2,46,5,11,102236
0,53,3,53,8,11,90674
20,31,4,37,6,12,122696
6,23,4,53,7,13,92730
5,25,2,35,5,7,85268
13,41,2,49,1,13,90008
1,42,4,47,8,6,86623
3,31,4,41,4,16,90076
10,42,1,36,5,10,93027
14,33,4,54,1,0,87499
17,23,4,45,3,7,104326
0,33,1,50,2,12,54453
2,48,1,48,2,16,69820
2,31,4,49,1,11,76289
6,31,1,54,6,15,91799
0,41,3,53,8,9,85408
24,41,2,41,3,15,135868
10,27,3,43,1,2,74689
5,37,2,38,10,0,89454
19,34,2,40,2,18,122798
2,53,4,44,3,7,71539
18,31,2,37,6,15,118971
1,33,3,35,3,14,75645
17,21,4,40,9,6,121295
11,54,1,39,1,1,65622
9,29,3,49,7,12,103935
4,33,4,45,10,4,90388
8,50,2,54,8,9,101509
1,27,3,47,9,7,85021
1,34,2,40,8,12,90519
5,26,4,39,5,18,98675
9,54,4,36,1,5,82973
17,36,1,51,1,17,107143
11,26,1,46,8,7,93646
3,28,3,46,7,8,84496
21,44,1,48,5,16,126765
20,23,2,41,10,3,115187
16,24,2,48,3,17,99852
14,52,1,41,9,5,106894
5,21,1,43,4,10,64574
15,54,1,48,6,9,92412
16,29,3,51,4,10,115265
2,32,3,51,9,7,76474
9,30,2,47,4,2,70424
4,30,3,52,8,1,78871
13,43,3,53,3,17,100218
20,26,4,51,8,1,118133
12,44,2,40,3,11,85994
5,44,2,46,5,4,81127
11,41,1,40,1,3,77996
7,51,4,37,6,15,102865
4,50,1,49,2,13,67853
14,54,3,37,3,1,95867
15,38,2,49,1,6,91509
0,32,3,35,6,10,83280
15,27,3,37,5,11,116364
4,45,4,39,10,4,99097
2,26,4,48,2,15,75686
19,21,2,38,8,6,110994
14,36,2,43,9,7,107802
12,24,4,52,3,3,83955
23,49,4,44,6,3,120294
15,48,4,42,6,5,102998
22,42,4,47,10,1,129089
10,28,2,36,6,8,83115
20,52,2,54,8,7,119198
1,53,3,54,5,17,74571
21,33,3,41,10,11,144971
5,47,3,45,10,15,114655
5,38,2,39,8,0,71899
13,38,1,52,3,19,92342
24,33,3,42,7,3,135270
10,42,1,44,1,13,69293
7,34,1,36,4,17,81252
7,31,1,37,5,4,75936
0,42,4,39,7,2,77685
20,37,2,50,6,18,126461
6,52,2,44,6,11,89237
5,34,3,45,2,18,82758
20,49,3,53,2,19,125595
7,26,2,50,2,10,80296
18,24,4,46,10,19,143997
21,31,2,36,8,8,120588
20,30,1,45,7,19,127235
23,48,2,35,1,4,99045
19,31,4,39,9,9,131135
7,35,2,48,8,8,88411
13,28,2,52,9,12,106849
17,40,2,41,4,7,101382
24,41,1,39,5,12,120136
15,21,3,42,5,17,116222
8,49,4,49,9,8,114398
14,44,1,39,8,8,106165
9,50,2,47,10,1,89770
21,53,2,53,6,6,111628
15,40,3,36,10,4,121000
3,36,3,39,10,5,93718
19,29,3,39,1,12,115318
12,51,1,40,7,17,102265
21,37,4,50,9,2,130484
4,51,3,36,4,9,79165
21,43,2,39,4,2,115368
6,26,4,49,5,0,85683
22,50,2,35,8,5,130251
8,27,2,53,5,15,93673
7,31,4,37,4,16,99435
15,54,1,53,8,15,114251
5,32,4,49,5,9,89545
15,47,3,37,8,6,106897
5,32,4,42,1,7,74444
13,33,3,49,3,2,88507
20,28,3,35,7,4,121661
0,36,4,40,1,18,82013
24,49,4,51,5,6,136063
8,49,3,50,6,17,94248
24,51,2,47,1,17,132781
23,33,4,35,7,5,129984
12,32,1,37,9,4,96322
18,22,3,40,9,5,130409
16,53,2,54,3,5,96421
10,28,4,37,4,10,104263
7,52,4,49,1,16,80922
22,48,2,49,4,8,114531
4,35,1,45,5,15,79214
9,43,3,40,7,9,109194
6,44,4,40,5,14,106717
9,33,1,43,8,7,99400
3,41,3,48,7,13,91562
8,32,1,45,1,15,83952
13,33,3,40,2,18,111891
1,43,3,52,7,2,75427
24,48,1,54,3,12,109508
8,34,3,49,2,8,73503
20,37,4,43,9,11,145875
0,44,4,45,10,4,87808
22,54,1,36,8,18,126671
9,42,1,40,8,6,98301
9,30,3,48,3,6,80130
19,28,3,48,10,18,149952
24,41,1,47,9,7,123755
21,27,2,39,8,5,112876
2,46,1,43,2,2,58235
5,33,2,45,7,0,65351
5,36,2,41,8,5,77340
20,50,1,36,7,19,129258
1,51,1,46,9,19,81452
17,25,1,39,7,18,114309
22,52,2,36,7,12,126249
1,36,4,48,1,16,79510
11,29,4,41,2,17,101135
21,42,1,39,5,19,129430
4,34,1,38,1,5,58393
19,36,3,44,10,10,143235
6,40,3,50,7,5,96429
23,35,3,40,5,6,126278
15,46,1,40,5,0,86791
19,29,4,43,8,7,130442
0,21,4,35,9,13,84247
0,40,1,50,10,19,96965
16,26,1,51,1,0,79847
0,30,2,47,10,4,72856
20,53,2,40,4,4,111128
19,36,4,36,2,13,124298
12,26,3,42,9,6,99201
8,39,4,38,9,16,122260
14,51,2,43,1,10,95047
2,22,4,41,3,6,75476
13,38,2,35,10,0,110988
22,48,2,48,8,14,141671
10,24,3,36,2,18,93755
23,21,3,42,2,9,117949
21,36,2,45,2,8,105591
11,22,1,39,5,12,86686
12,21,3,52,9,12,122345
12,43,2,46,7,5,95732
0,46,1,54,7,7,65755
23,31,1,53,2,11,119904
9,21,4,39,2,1,88470
2,31,4,41,5,15,81442
23,44,3,36,7,11,134820
3,30,1,51,7,17,87257
15,34,3,47,9,2,118237
7,34,2,45,3,17,93659
15,27,3,39,1,10,92655
16,43,1,47,9,4,106528
18,42,4,47,1,12,118966
21,47,3,42,8,9,130061
14,22,4,45,5,14,118734
15,39,3,42,8,5,122183
14,27,2,44,7,15,106876
24,32,1,45,9,7,127616
1,23,3,35,2,19,85543
10,25,2,41,9,2,89443
0,28,2,42,10,4,66622
14,34,2,40,5,14,111975
18,27,4,48,5,2,117592
3,27,4,54,1,14,70292
10,52,2,41,6,1,78597
4,28,2,37,10,11,96211
2,32,3,36,10,4,75888
12,30,3,52,10,8,106092
9,34,1,37,10,3,97116
10,29,3,48,3,6,86811
17,50,1,52,10,15,130375
1,25,1,47,3,12,64805
6,21,1,42,3,1,55796
8,21,4,38,4,1,90937
9,40,3,49,9,8,112540
17,31,2,46,8,14,127797
22,46,1,48,6,3,103027
6,23,2,54,8,16,103270
6,26,1,41,8,8,74242
2,31,3,46,1,14,74776
11,28,1,43,9,0,84460
6,49,3,44,1,1,71497
16,30,2,42,2,8,89469
0,54,3,54,9,10,80240
4,44,2,36,7,18,98808
15,37,3,50,10,0,117325
14,52,1,52,1,18,97408
1,31,1,54,3,8,64809
8,54,3,44,1,1,68297
6,44,2,40,5,4,65792
3,25,2,40,4,16,73291
19,49,2,54,8,0,121442
17,54,3,47,9,13,130662
20,36,3,53,4,11,119624
3,45,3,51,3,9,63626
12,28,3,36,4,18,112719
0,49,2,52,3,14,59812
23,45,2,41,6,0,117614
2,43,4,48,1,0,50720
15,54,3,49,2,10,108674
21,23,4,42,8,10,145293
3,50,3,43,3,4,74338
24,54,4,45,4,2,119937
22,52,2,37,1,10,105197
24,49,2,54,3,3,122573
15,29,4,48,1,5,87569
18,22,1,42,10,17,134499
0,27,3,37,5,6,63251
4,25,4,52,1,3,75656
18,28,4,48,9,13,135295
21,52,1,54,7,7,113294
23,38,2,42,8,19,138851
10,38,4,51,9,10,121324
12,36,2,42,10,13,111715
19,41,3,39,8,2,116627
4,30,1,46,3,10,71107
20,24,2,36,7,3,107257
3,28,4,51,7,8,85227
3,39,1,47,7,4,71464
3,29,1,48,8,12,81846
3,50,1,43,4,19,78977
19,37,1,43,6,3,108720
20,35,1,43,2,6,97052
17,24,3,54,7,1,105629
17,26,3,40,9,19,130243
15,36,1,46,5,18,99405
8,46,4,44,4,6,82141
17,43,4,39,2,19,126150
21,33,3,52,7,8,134932
1,37,2,41,2,18,75226
20,47,1,47,2,19,106594
3,42,4,35,9,1,90612
11,39,3,40,2,15,104114
6,33,3,42,10,5,91498
14,34,2,43,3,18,112465
6,51,2,41,3,17,90382
21,22,4,44,2,16,124117
20,34,2,42,10,10,128424
16,29,2,36,3,3,85668
15,30,1,52,9,7,117711
18,27,3,49,3,17,125144
8,48,3,40,5,12,89453
13,45,2,48,7,7,101252
16,48,3,52,1,9,89992
4,22,3,37,1,17,72725
1,37,4,35,10,17,94417
19,24,3,35,2,16,109724
15,33,2,48,1,15,102759
13,38,4,35,1,5,99183
13,23,3,35,10,13,116823
0,53,3,38,4,4,66337
2,44,4,46,10,14,102711
6,28,4,49,3,12,95869
14,22,3,38,1,15,110588
18,53,1,44,3,15,107359
19,32,1,45,1,16,97559
1,42,3,40,3,4,60672
18,33,3,44,4,10,109408
8,30,4,46,8,14,115009
18,37,4,37,3,2,116314
4,25,3,49,3,7,82362
17,29,3,50,9,2,122533
15,33,3,44,9,3,112893
3,43,3,45,6,13,94759
11,50,1,50,10,19,105444
6,24,4,51,4,5,75208
13,41,2,48,10,3,104580
22,29,3,50,5,11,123671
11,27,3,48,9,1,91233
2,36,3,40,1,17,69668
4,43,2,44,7,13,76780
16,43,4,51,7,7,112432
9,51,4,44,10,7,115665
9,25,3,44,1,11,84782
10,26,3,48,1,0,75657
16,21,4,54,9,0,107929
4,48,2,51,7,3,72563
12,38,3,43,4,16,100714
9,44,2,49,9,9,107647
8,33,2,41,5,0,71920
16,53,4,36,3,10,120733
0,30,3,38,2,16,67584
3,27,1,54,9,9,73456
3,52,4,52,4,5,68340
17,42,4,45,7,3,114604
8,36,1,39,1,12,80910
24,44,3,42,9,10,137898
17,34,2,54,9,4,122443
13,31,2,39,10,13,109579
24,39,2,36,6,1,123824
14,43,3,39,6,2,98051
5,54,4,37,6,2,90260
23,33,4,46,5,10,127927
9,48,4,53,1,8,91564
14,36,4,41,4,18,115889
3,48,4,53,10,9,92965
17,24,1,38,1,5,95743
17,48,2,48,5,5,103348
24,32,2,53,4,0,103071
16,36,3,52,8,0,114268
11,40,1,41,1,18,88004
6,46,4,49,8,2,100240
15,46,4,35,8,5,116516
10,42,4,46,1,1,72284
13,29,1,53,9,14,119552
2,25,3,40,9,11,84051
18,37,1,47,6,9,105167
17,54,3,40,1,18,103087
9,22,2,47,7,12,93383
5,27,3,49,7,2,79282
12,33,2,50,9,17,114245
9,40,3,42,1,19,84323
17,50,2,47,8,4,114055
19,50,2,47,8,12,128215
15,31,4,54,7,13,121706
24,51,3,54,6,14,133094
24,23,4,46,1,17,131451
5,22,2,53,10,13,102126
12,23,4,51,8,18,135097
3,35,1,37,5,2,53563
22,37,4,49,4,0,117277
13,27,3,51,5,6,95445
0,25,4,40,5,19,85331
19,54,1,53,10,6,127240
4,53,4,46,3,16,91851
7,36,2,38,4,14,86203
11,23,2,46,4,12,96697
1,41,2,36,8,14,81654
11,28,3,41,5,2,84299
4,42,4,50,6,16,106378
21,25,2,46,10,15,139568
4,37,4,50,2,0,61546
12,34,1,48,9,13,104493
8,48,1,35,8,2,76561
9,51,3,43,8,19,116221
0,37,4,41,10,3,81382
2,42,1,39,5,8,73849
17,49,3,44,5,0,111592
11,30,3,44,3,13,106772
2,38,2,52,2,12,57054
24,36,1,41,9,14,129597
8,27,4,52,6,17,107301
1,50,1,47,8,15,69524
2,39,1,45,4,5,53060
13,43,4,44,5,15,116436
3,28,4,43,10,10,94614
24,37,2,49,5,6,124592
18,41,3,48,10,8,129248
12,46,4,37,4,0,91427
6,48,4,48,2,9,76284
11,53,1,50,6,7,86336
2,39,4,37,4,10,82502
22,49,4,42,4,4,115166
22,40,1,36,10,5,129251
8,40,1,36,3,11,69264
1,30,1,52,8,10,68038
21,32,2,41,6,6,127510
8,53,3,51,9,6,90216
11,45,4,40,5,11,110002
11,45,1,44,6,11,102101
14,24,1,41,9,0,92690
1,24,3,38,4,18,82715
17,29,2,45,10,3,108525
12,35,4,50,7,18,117096
13,46,2,51,10,18,118318
4,35,2,40,10,10,85834
9,46,2,54,6,8,87646
11,48,1,53,6,12,88443
9,27,3,54,6,18,105402
23,52,3,52,4,4,121274
10,32,3,49,10,10,117727
24,52,2,36,6,2,129008
1,29,4,53,7,4,87775
4,34,2,40,2,12,62652
6,33,3,46,9,13,103872
5,53,1,35,7,12,74890
21,52,2,45,3,1,104839
22,39,1,53,10,1,116352
2,50,3,38,10,17,108911
12,36,2,53,7,5,103061
2,32,1,40,10,18,96781
24,30,2,42,10,9,149357
23,22,3,43,5,7,120503
20,38,4,44,9,4,140606
5,33,3,44,6,1,71329
10,49,4,44,7,5,96313
16,44,4,38,4,17,116777
9,32,3,52,2,7,76300
11,49,1,46,4,1,66918
16,42,2,45,9,19,121249
3,21,2,50,3,3,51687
1,54,2,53,7,14,80712
10,54,4,45,4,19,107637
6,53,4,38,3,8,73996
1,24,3,46,5,19,87229
17,50,1,51,2,5,96627
20,40,3,47,10,8,134245
3,46,3,38,4,12,70917
7,35,1,40,7,4,79159
19,27,4,41,2,13,123127
13,27,3,42,10,13,133095
11,49,3,36,6,17,119606
21,43,4,43,5,6,127675
20,54,2,44,3,5,114015
17,40,1,53,5,11,105845
10,35,1,35,10,13,112345
7,53,2,50,7,18,90499
1,37,1,52,3,15,58154
24,40,2,42,8,18,144586
14,33,3,44,7,9,118746
8,44,1,45,4,10,76802
18,27,1,51,5,3,90664
19,28,3,41,10,19,143711
7,43,4,37,4,1,89715
24,34,4,41,2,8,126291
18,24,3,40,9,9,119816
4,41,1,37,1,7,47025
10,30,1,42,8,3,87456
14,42,1,35,4,12,101864
7,50,2,39,9,5,83841
18,50,4,53,3,5,116447
22,36,1,47,7,1,112383
7,31,4,45,3,8,94411
18,42,4,45,10,5,136511
17,49,1,36,7,4,110580
9,45,3,43,2,1,80548
6,34,3,36,3,13,81967
8,34,4,53,8,9,113263
0,22,2,46,7,14,84184
18,33,4,43,3,16,118001
4,23,4,43,8,6,97305
18,50,3,44,9,19,135824
0,38,1,39,2,10,62147
14,41,1,43,2,12,99417
15,39,2,52,7,16,127516
22,36,3,44,8,4,120482
6,48,3,51,5,11,78762
11,24,4,44,2,3,84092
7,35,3,48,10,0,99141
4,21,4,38,5,9,82465
9,36,2,44,3,1,75177
20,40,3,52,9,12,133406
4,53,3,39,2,12,80383
16,37,4,43,9,11,124293
4,25,3,40,2,0,70038
21,25,1,50,1,9,104092
14,33,2,50,10,19,136053
12,50,1,45,6,4,94561
0,24,4,49,6,9,87576
10,43,4,53,4,6,97717
22,41,4,37,2,14,135032
0,41,2,50,10,17,81179
10,26,3,54,3,19,95211
17,44,1,39,6,3,89965
17,51,3,43,4,0,93139
20,39,4,39,5,7,129320
15,32,3,38,9,10,118591
12,34,2,47,5,2,95714
6,32,4,54,10,11,98738
0,35,3,51,8,12,77429
15,39,1,54,2,19,100597
0,48,4,46,6,17,88357
16,25,4,54,6,11,126003
5,25,2,54,5,9,81768
1,26,2,41,6,14,81575
16,43,1,35,5,2,88622
5,23,3,50,2,14,78007
13,53,3,41,5,16,113155
17,41,4,36,1,15,110643
5,40,4,46,3,1,74576
9,21,3,45,7,0,85714
23,37,3,42,4,3,125380
17,49,3,35,8,16,127188
8,28,4,37,3,6,79795
7,46,2,42,7,4,81894
9,48,2,42,2,3,64401
16,54,1,45,8,19,125126
22,46,3,39,3,19,124848
5,33,3,42,6,4,72884
13,33,3,43,2,7,86158
21,45,1,51,7,19,131602
21,43,3,39,4,8,125726
5,42,2,53,6,5,68850
6,41,3,53,2,3,68931
11,50,1,36,3,4,76859
2,31,4,53,3,7,79829
13,24,4,49,4,19,121075
21,53,2,42,1,12,109578
18,32,2,42,6,3,105756
22,29,2,35,6,6,112865
15,52,4,48,4,0,103821
6,31,3,45,8,8,101995
7,44,1,41,5,4,75429
17,27,1,52,10,9,119899
24,28,3,49,4,10,125526
12,53,4,44,7,17,116645
20,45,4,38,10,4,139875
8,21,1,35,10,3,79994
9,23,2,48,8,18,112844
20,48,2,54,2,15,113020
22,53,1,54,1,1,102659
8,21,1,43,6,14,82696
14,47,3,47,2,8,98337
19,30,3,51,8,16,138514
1,32,3,54,5,1,54075
24,30,3,38,2,5,121300
12,54,3,39,5,0,83990
1,44,3,52,2,7,66761
18,48,2,51,6,10,115283
1,42,1,41,8,19,90113
2,36,4,44,2,14,76877
5,33,3,43,6,8,81359
2,43,2,47,6,1,57906
9,34,1,52,1,6,58694
23,52,1,46,9,16,131189
5,23,1,42,8,2,66561
22,47,3,52,4,3,120963
15,39,3,39,7,2,111244
16,42,4,41,4,7,103915
18,21,3,49,8,10,121010
2,25,1,37,10,15,83515
17,53,1,52,2,13,97020
6,39,2,40,2,18,90910
8,26,2,40,3,1,65276
19,35,4,54,4,11,129312
11,53,2,35,6,10,98903
4,44,4,51,5,15,95102
2,47,2,45,10,10,83585
10,31,1,36,10,2,97310
24,43,3,43,7,9,145823
3,53,3,53,6,4,66594
4,49,4,40,4,12,94332
0,51,3,41,10,5,87900
17,21,3,38,9,19,140531
11,54,2,37,7,2,100772
12,38,1,36,1,8,83503
8,38,3,44,8,6,100716
1,26,1,44,4,6,57947
4,21,2,51,7,1,77068
12,50,2,50,2,7,77409
15,24,3,35,3,17,110063
15,52,3,46,1,0,93864
23,30,2,54,2,9,109857
2,25,2,54,5,5,64416
21,29,4,44,2,17,121150
3,25,4,35,6,12,95300
10,31,1,50,6,0,79173
22,47,2,45,6,0,111327
13,24,1,38,3,11,93495
2,30,2,37,3,7,57552
15,53,1,47,10,4,106544
21,28,4,49,7,2,135321
14,44,2,44,4,17,103988
9,53,2,40,6,5,94277
8,39,1,45,8,3,88910
10,22,1,35,3,14,76170
15,31,3,54,9,3,121143
9,37,3,38,9,5,99613
16,23,4,44,3,17,129227
18,42,2,49,6,17,121057
1,41,2,35,5,9,75960
23,45,1,49,4,12,115529
22,22,4,37,8,19,152478
1,21,2,35,10,17,91693
5,27,4,40,9,6,96957
18,40,3,53,9,7,131992
7,26,1,38,5,5,78362
2,41,2,46,5,1,65770
13,28,1,36,3,7,78106
24,24,3,51,9,9,133010
15,36,4,40,1,16,111515
0,23,4,46,3,11,78856
20,27,3,49,7,10,124287
2,22,3,51,7,16,90118
21,21,2,35,5,15,119079
17,21,2,48,6,9,112273
8,27,2,36,4,19,92301
5,44,2,38,8,2,77593
22,25,2,54,4,18,122425
20,41,4,36,10,3,133665
24,48,2,48,6,18,147093
0,38,3,52,5,8,62664
20,44,3,42,10,19,140951
9,52,2,54,6,16,103828
5,53,3,35,3,3,68243
22,30,1,50,3,16,121665
11,29,4,41,10,2,114534
3,53,4,40,7,19,109033
12,53,2,53,1,3,79642
16,27,1,44,1,8,85800
7,24,2,40,1,5,59999
19,48,2,44,6,18,126405
2,43,3,53,4,6,70883
11,52,4,37,6,15,116814
6,36,1,54,1,14,75085
11,30,3,37,4,15,97087
1,34,4,54,4,13,77974
23,54,4,40,2,3,114261
13,44,2,51,1,1,83760
21,38,1,52,8,6,111472
22,36,2,44,6,6,124444
4,45,3,40,4,5,64383
8,28,2,47,2,19,89234
20,44,2,40,5,8,105098
10,40,4,46,9,16,117911
4,50,4,48,7,10,92832
2,40,3,51,4,15,71854
16,38,4,42,5,0,111087
1,24,4,39,8,15,85569
23,26,4,38,5,16,141487
0,23,2,40,6,5,66019
6,38,1,45,10,10,90538
13,38,3,39,6,6,99289
4,43,2,48,8,15,92414
18,26,3,44,5,1,113412
10,46,2,45,1,19,98870
22,41,3,37,4,12,130534
24,44,4,42,3,12,130864
1,35,3,39,2,14,69967
7,47,1,54,7,14,89936
8,52,3,44,7,8,88298
2,32,1,42,8,17,78306
1,25,3,43,10,13,100107
6,27,4,49,5,13,102141
4,42,3,35,1,3,57421
20,47,2,39,6,13,125846
4,35,4,49,6,9,90896
19,46,4,38,8,10,135796
12,43,2,53,10,0,92636
20,33,4,44,2,13,121831
19,46,4,36,9,7,133952
5,23,2,39,6,5,70690
19,49,4,52,1,10,111992
17,22,4,40,9,13,130168
24,48,4,44,8,6,150553
1,43,4,49,10,6,99116
24,26,3,43,1,18,123812
5,31,4,47,8,9,105163
8,54,4,52,7,8,109356
24,37,4,41,5,17,153727
2,23,3,36,6,16,78642
0,54,1,50,4,12,55389
0,42,4,36,9,3,75502
18,49,1,38,9,6,116286
4,49,1,36,10,7,89205
12,25,2,51,1,15,81550
18,30,2,40,9,11,125843
11,30,1,44,3,0,71843
15,29,3,48,2,5,94882
24,41,4,49,4,0,131145
24,33,4,46,4,7,133604
18,30,4,53,9,11,135985
2,31,2,45,4,15,79194
11,24,2,35,5,0,89707
4,51,4,42,6,3,72706
1,54,1,40,4,18,77280
21,53,2,46,1,17,122009
6,28,4,54,2,7,88003
12,52,1,50,3,5,81961
24,53,4,52,4,12,143145
14,28,2,46,5,19,112755
21,34,3,54,10,2,132319
2,54,3,36,10,14,89757
20,28,2,41,3,5,102086
19,27,1,43,1,5,96444
4,33,4,52,8,4,93924
23,41,2,43,8,18,142712
7,52,1,42,4,9,71637
21,31,4,35,7,8,123563
0,34,4,39,4,13,85362
7,31,2,50,3,4,74784
23,22,4,48,7,6,133207
17,54,3,47,6,16,125132
19,37,3,45,1,16,116981
15,34,4,54,9,8,119649
17,45,2,47,2,6,96326
19,47,4,49,3,0,109788
11,28,2,50,5,1,81335
12,37,2,47,3,9,93899
12,25,3,42,3,18,97395
9,32,3,52,8,7,105786
6,38,1,53,4,8,73688
24,46,2,49,10,14,152588
13,51,4,44,2,10,107678
23,26,2,38,5,11,118767
15,35,3,40,2,17,110379
14,46,2,42,10,1,108743
11,32,1,41,8,14,106690
8,34,4,46,3,9,90429
7,21,2,52,2,6,76589
17,37,4,52,3,8,116764
22,53,4,53,3,16,140308
17,49,3,38,1,13,110331
12,51,2,35,3,8,96216
17,28,4,39,3,6,109974
14,50,3,41,4,14,99339
3,33,1,45,8,2,65899
16,36,1,45,9,1,93308
4,22,2,44,1,2,47471
21,38,4,41,1,1,106588
15,39,2,50,6,12,111129
8,33,4,35,1,12,79819
9,24,3,35,5,1,74888
23,39,1,46,1,19,114840
17,45,1,50,8,18,129083
16,51,1,39,5,8,97194
17,24,1,48,6,4,97540
6,27,2,52,4,6,67894
3,36,4,43,8,12,97688
4,25,2,36,9,0,83454
22,43,3,46,9,8,135283
15,52,1,44,1,1,83557
2,44,4,36,7,2,80673
17,45,2,49,4,11,113862
22,48,4,38,10,4,142111
20,39,2,53,8,11,125860
13,27,4,38,7,3,114944
14,37,4,43,1,11,97725
16,22,1,47,1,4,90623
0,36,2,44,1,13,49628
24,38,3,48,2,13,131325
20,21,4,37,10,9,150081
16,23,3,37,2,9,92522
22,41,1,54,9,4,127649
24,50,3,50,5,17,150184
10,31,4,43,1,16,106895
16,42,4,48,7,9,131058
13,45,4,50,10,10,132935
19,23,2,43,2,14,110229
18,50,3,39,3,18,121416
20,44,2,47,4,11,111890
6,43,4,49,3,15,90151
23,28,4,38,3,11,126399
12,24,1,48,9,18,113078
17,51,1,54,4,2,96897
22,49,4,54,8,12,135288
13,33,2,41,1,14,90893
0,29,2,38,6,16,86116
6,41,4,51,1,10,78544
7,23,3,43,5,11,97756
17,45,2,38,7,16,123776
8,45,4,37,1,4,87337
0,32,1,53,9,4,73448
21,49,4,43,9,6,127765
16,31,2,42,6,2,103910
18,31,4,41,2,2,105046
5,46,3,41,2,16,89290
2,34,3,38,9,1,88085
23,36,2,53,4,14,122162
4,30,4,46,6,18,95815
1,51,3,54,10,9,86899
19,51,3,40,2,10,110351
24,30,1,46,4,8,109356
3,46,2,54,2,13,67570
9,40,1,38,3,6,79498
9,29,1,36,2,9,66189
23,35,3,49,8,0,124742
20,29,4,40,5,0,120921
10,27,1,52,5,13,89115
15,46,2,39,8,7,112152
16,44,2,38,8,13,120214
15,32,4,45,7,6,118861
6,40,2,45,5,17,82204
15,34,1,43,7,8,100945
2,42,4,37,1,14,82628
15,36,2,45,3,0,91773
7,49,2,36,3,10,81163
11,52,1,43,2,18,90448
2,39,1,44,6,9,60578
16,52,1,45,3,17,96938
20,40,1,37,4,3,98403
17,40,4,51,3,17,123386
10,28,4,45,7,17,117188
3,33,4,51,4,19,87636
15,26,3,53,5,11,116672
16,36,1,38,7,8,107460
8,25,1,36,4,17,83520
5,54,4,48,6,5,82029
23,26,2,49,9,18,143457
19,53,2,37,6,19,127454
24,35,1,54,5,14,118129
1,35,1,47,1,4,50508
8,34,4,47,8,10,107716
20,25,1,52,5,12,108602
5,46,2,54,5,1,64488
2,37,2,41,3,7,70032
19,36,1,50,10,10,128197
5,43,4,50,2,17,95343
6,33,4,40,1,9,72013
0,53,2,40,9,0,57117
22,49,4,38,5,3,120423
0,54,2,37,10,16,79485
4,54,1,35,4,16,74410
5,47,2,37,7,4,85689
12,35,1,53,4,2,76145
1,29,4,43,2,6,61389
14,46,3,48,9,4,106909
14,23,3,53,8,9,112007
12,25,3,53,4,6,95728
24,40,2,47,8,16,141512
13,40,3,50,9,16,124561
21,25,2,42,2,6,102207
6,30,4,50,4,5,87540
13,36,1,43,6,8,100281
23,45,3,43,7,7,141754
9,45,2,37,5,13,85693
16,50,4,41,10,5,121949
13,34,4,54,10,8,118573
7,42,3,52,7,19,111296
3,48,4,36,4,10,76836
15,50,4,35,8,10,126464
23,39,4,46,3,7,117479
12,40,2,50,3,2,80724
21,42,4,46,5,10,136082
24,35,4,44,6,3,122001
